Word,Occurrences,TotalSteps
charmingly,2,16
drizzled,1,13
tour,5,46
exulting,1,11
overflowing,2,19
napkins,1,9
recommend,1,8
relinquish,2,23
depths,2,8
ankles,2,23
changed,19,219
tasting,2,8
appearance,9,117
reason,16,184
hustled,1,21
hymns,1,20
philandering,3,23
possibly,1,18
piping,2,20
fumed,1,16
tailed,2,22
restrained,7,30
gardening,1,13
romped,2,20
guests,6,43
inexorable,1,10
begun,12,92
musician,6,41
reveled,4,37
listeners,3,30
exertions,3,26
less,19,259
toads,2,15
easily,13,186
always,188,2876
thousand,1,22
pretend,1,21
inner,1,20
derangement,1,19
boldly,5,25
(their,1,17
hinted,4,27
beamed,5,34
housekeeper,3,22
jobs,2,19
explained,8,47
everybodys,4,43
buds,3,24
lest,10,69
wakefield,1,8
fearing,13,120
game,14,96
discussing,3,26
charities,1,4
europe,1,3
pocket,27,358
despairing,6,75
caressing,1,19
delinquencies,1,18
faster,2,18
ironin,1,16
twos,1,15
memory,10,60
income,2,17
clipped,1,12
ships,4,22
doubly,2,11
mourn,1,9
jolie,1,8
saturday,12,79
apples,5,46
laurence,99,784
proudly,5,59
ran,44,424
military,1,2
boards,2,11
dealt,1,19
diaphanous,1,18
performed,3,22
secretary,2,17
hue,1,15
painters,2,15
entertaining,2,15
acknowledged,1,12
salutation,2,15
prevailed,6,37
indignation,6,34
language,10,78
pail,3,23
festival,5,46
otherwise,5,46
purple,10,78
somewhat,16,203
looks,36,394
hardships,3,34
headstrong,1,26
seating,1,25
rusty,2,25
assiduity,1,23
yesterdays,2,23
jangled,1,21
sturdy,1,20
rap,3,26
unutterably,1,18
spatted,1,17
fastidious,3,28
radiance,1,15
pick,10,104
straightway,2,23
lower,6,60
chloe,1,11
begging,7,78
rescued,3,41
settled,29,431
toes,3,31
resigned,4,57
drying,4,68
garland,4,45
sobbed,4,67
sign,17,325
all,861,16153
trim,1,20
imaginative,1,19
bankers,1,18
asks,2,21
shades,1,16
length,4,26
crumple,1,14
ungracious,1,13
heroine,6,47
hug,8,45
accent,5,41
dozy,1,9
fumbling,2,11
hundred,8,59
fortunes,4,31
arnica,1,5
freedom,7,86
pain,27,377
open,42,498
dish,7,56
lowering,1,24
preachment,1,23
pyrotechnics,1,22
speculative,1,21
pays,1,20
niobe,1,19
spouse,3,30
oily,1,17
mentor,3,29
fasten,1,15
absence,7,65
forged,1,13
warned,2,24
sprang,1,11
shroud,3,17
assuming,2,10
observing,8,112
fashions,4,34
tenderness,4,59
resolving,6,85
envious,1,4
reach,3,45
hed,12,206
every,121,2034
trio,1,19
securing,1,18
seasickness,1,17
preemptorily,1,16
imitating,3,21
flush,4,27
protege,1,13
fever,16,56
ravishingly,1,11
stralanguage,1,10
cart,1,9
moist,2,20
refuse,11,77
diamond,2,9
trailing,2,9
hour,50,564
sitting,43,517
observed,29,336
so,1135,15551
entertained,1,21
talents,1,20
cradle,2,20
paternal,8,34
palest,1,17
crushing,2,19
stuffed,3,22
forefinger,2,16
diverted,3,26
milton,2,20
sp,1,11
purr,1,10
tongues,5,49
flutelike,1,8
trip,9,72
tightly,4,31
dainty,7,82
frill,1,4
rat,2,13
friendly,29,371
fry,1,1
emphasize,1,20
dogged,1,19
slumber,2,19
zeal,2,21
cupids,1,16
racked,1,15
strictly,1,14
monster,2,18
toodles,1,12
likeness,1,11
cinders,1,10
pens,3,14
annies,2,9
obliged,15,76
tink,2,7
horrid,9,64
spirits,24,273
pair,44,482
hate,35,391
plague,9,106
peggotty,1,19
agriculture,1,18
horsebreaker,1,17
elaborate,1,16
aloof,2,20
spider,4,17
reviews,1,13
refrain,6,48
provoking,3,25
squashes,1,10
badge,2,11
decent,2,11
whine,1,7
resolutions,3,22
moffat,28,201
collar,4,30
asking,16,183
buckwheats,2,13
gladly,22,319
co,1,22
denials,1,21
captivating,4,26
recreant,1,19
alighted,1,18
beholding,1,17
sonata,1,16
exploits,1,15
awaiting,1,14
describing,2,16
hum,9,50
belladonna,2,12
helpful,7,52
distinguished,3,29
chose,6,48
obstacles,4,34
wearer,2,16
smoothing,6,44
legged,2,20
reposed,4,36
chintz,1,2
helped,23,291
hath,1,16
st,4,19
volubly,1,14
currant,2,14
sensational,4,21
bowls,1,11
stitching,2,15
gamp,1,9
dreaming,3,23
witness,2,11
overseeing,1,6
poke,2,14
oclock,11,96
abruptly,6,53
once,137,1298
months,14,183
indulgent,1,27
assent,1,26
substantial,1,25
overhung,1,24
noise,2,24
compose,3,28
misunderstandings,1,21
theresa,1,20
extent,3,30
ray,2,24
escapes,1,17
lounged,3,33
twirling,1,15
bandbox,2,24
cooler,1,13
pounding,1,12
eggs,1,11
safely,10,105
pause,20,228
ear,11,83
sense,36,489
bureau,3,18
speak,45,587
principal,1,4
stage,11,105
drawing,20,249
one,706,12039
niente,2,24
sudar,1,22
shouting,1,21
concealment,1,20
thyself,1,19
chafed,1,18
shimmering,1,17
peppermints,1,16
smothered,2,24
bald,2,22
deceived,1,13
pinched,1,12
valuables,1,11
heiress,1,10
shield,5,35
resources,1,8
chickweed,2,9
tugging,2,11
hurried,17,152
shabby,7,41
changes,10,163
days,52,728
blame,14,197
stuttered,1,21
stationary,1,20
tyrannize,1,19
overhaul,1,18
arching,1,17
immaculate,2,20
burns,1,15
alterations,2,15
ivy,2,18
strolling,1,12
criticize,1,11
commissions,2,16
palatable,1,9
anniversary,3,17
hem,3,23
baggage,1,6
rubber,5,40
step,15,109
husky,1,3
abashed,6,54
eat,29,291
sewinsheen,1,37
heros,1,36
bearded,1,35
spaniards,1,34
groped,1,33
internal,1,32
ducking,1,31
observations,1,30
expulsion,1,29
counsel,1,28
piety,2,34
figures,4,43
burnt,1,25
shelter,3,49
esther,13,41
hen,2,30
contained,4,40
skipping,1,20
encouragement,1,19
disperse,1,18
rage,1,17
clean,2,17
troubadour,2,16
clubroom,1,14
pop,1,13
angry,20,312
thereby,1,11
repeat,3,20
jolis,1,9
regarding,7,142
blithely,4,66
actually,20,387
certainly,18,413
newborn,1,4
trouble,56,1333
good,462,10626
would,445,11512
alter,1,17
adieux,2,17
sparkle,3,17
(editors,1,14
heaviness,1,13
romeo,1,12
storybook,3,19
madonna,1,10
damsel,2,17
groping,1,8
woods,2,13
belle,20,42
teased,3,18
bead,3,19
certain,20,150
pleasures,7,79
pianos,1,1
charitable,1,20
dent,1,19
kirkes,2,21
notebook,1,17
froth,1,16
touches,5,27
frequently,3,19
poles,1,13
embarked,1,12
behaved,11,65
limper,1,10
beseech,1,9
gentle,19,150
regret,18,168
unheard,1,6
restless,13,139
soon,121,1376
faithful,11,133
romance,23,326
expect,14,226
socrates,1,12
shortsighted,3,14
savagely,1,10
settles,2,10
wit:,1,8
mandarin,1,7
swim,1,6
hortense,3,7
clashed,3,12
taking,44,234
laughter,20,116
night,88,683
dauber,1,21
shaded,1,20
sartor,1,19
gladness,2,22
darkly,6,28
eatin,1,16
clear,9,49
farmer,1,14
members,4,25
disapproval,3,28
salve,1,11
sparkling,1,10
installment,1,9
empty,20,229
superb,1,7
pot,11,137
bedclothes,1,5
endured,1,4
pistol,1,3
suffering,7,65
her,3245,49907
beneficial,1,19
grammatical,1,18
silks,1,17
observer,1,16
audibly,1,15
shelf,6,37
chased,1,13
acorns,2,13
henceforth,2,19
repeated,3,21
sallied,1,9
neglect,8,74
outcasts,1,7
glimpses,5,44
begged,18,164
hes,62,650
learning,24,348
aunt,129,1650
trail,3,35
dimple,1,29
courteous,1,28
superstition,1,27
womens,2,28
perform,2,28
knobby,3,33
coo,2,27
invite,5,48
congratulations,3,31
armed,3,27
double,5,38
manuscripts,3,37
observes,1,17
daunts,1,16
upsetting,1,15
cedar,1,14
ache,4,44
complete,5,51
tables,7,84
fortune,23,342
rubbing,2,21
trick,2,20
brothers,5,74
garden,42,680
also,46,820
whats,16,235
stiffly,1,3
quit,1,2
ball,24,508
sand,1,24
consoling,1,23
ashes,1,22
scratching,2,25
adrift,1,20
racks,1,19
buffeting,1,18
visits,4,28
tiny,8,59
raise,2,25
swinging,2,16
gypsy,1,13
enemy,6,44
balm,3,39
case,8,85
hump,1,9
tryinger,1,8
none,16,200
hearing,11,133
train,11,144
praise,22,290
allowed,29,402
hats,13,168
near,34,506
crumpling,1,23
entree,1,22
heretofore,1,21
preaching,2,21
chopped,1,19
reverential,1,18
sane,1,17
identical,1,16
hev,2,16
creeters,1,14
shawl,5,53
injury,2,18
priest,2,24
trays,1,10
replenished,1,9
elves,3,21
impart,1,7
turnover,2,9
horsehair,2,21
tones,2,6
tears,52,693
swept,8,90
mouse,5,68
spiritless,2,18
intelligible,1,16
disappointments,1,15
smarter,1,14
turner,2,16
magnificently,1,12
mention,8,49
flickering,1,10
hove,1,9
fortnights,1,8
neat,12,52
frills,2,11
heir,3,31
profitable,5,54
plate,11,98
statirical,1,2
who,455,5338
trooped,1,20
hardest,2,20
tripping,1,18
beam,3,22
gossiping,1,16
convenient,2,16
cash,1,14
regions,1,13
prophesied,1,12
project,2,18
shearing,1,10
bounds,1,9
convicted,1,8
eyeing,2,20
forbear,1,6
manly,5,43
hint,5,62
josephine,4,9
sang,23,217
everyone,79,830
silky,1,25
famously,1,24
hyacinth,1,23
images,1,22
richmond,1,21
anywheres,1,20
congratulating,3,23
anxiety,22,112
printed,6,40
kates,2,17
aggravated,3,25
bona,2,15
picturesque,8,76
cooled,3,28
shell,8,70
education,4,53
comply,1,9
queerest,1,8
evolutions,1,7
hey,9,77
cot,1,5
preserve,5,71
drink,9,114
child,66,1071
what,475,8367
softer,1,20
compare,1,19
quiz,1,18
masse,1,17
excursions,2,17
sickroom,1,15
packets,1,14
pickwick,16,33
myrtle,1,12
flirting,4,30
assure,7,50
curled,1,9
confess,13,124
plume,2,19
tales,12,124
crossly,3,16
escaped,9,114
canst,1,3
forth,9,127
replied,50,555
shawls,1,30
cask,1,29
customer,1,28
allumettes,1,27
ballroom,3,29
people),1,25
terrace,4,34
mortifies,1,23
philosophic,3,32
politest,1,21
trait,1,20
vegetables,1,19
neckties,2,26
wounded,4,33
perplexity,1,16
energetically,3,38
puffs,1,14
crickets,2,31
push,2,28
blood,5,61
failure,10,122
invitations,2,19
wives,4,47
necked,1,7
lunch,17,155
turnovers,4,44
huddled,1,4
rubbed,3,40
behind,69,1065
loved,59,1132
cow,1,22
representative,1,21
ramble,1,20
ornamental,1,19
adhered,1,18
bond,2,18
worshipin,1,16
brooded,2,21
sank,3,24
sech,1,13
squirrel,3,23
gardings,1,11
possessions,3,22
command,1,9
reports,2,16
favors,6,65
respects,4,41
library,8,50
convent,1,4
leaned,20,266
stiffness,1,2
fell,71,991
destitution,1,24
rills,1,23
sighted,1,22
resulted,1,21
reluctance,1,20
hotel,4,28
unfriendly,1,18
bone,1,17
folly,5,35
plucked,3,23
dreams,12,92
bells,3,27
sharpest,2,20
secret,35,251
betokening,1,10
wise,30,308
ladies,54,473
bear,61,647
promises,4,38
bonnet,31,444
faded,9,144
moment,41,557
enough,96,1392
lets,30,444
whiffle,1,23
soften,1,22
aspects,1,21
goot,2,21
grocery,1,19
performing,1,18
modern,2,24
checks,1,16
fatigue,1,15
admission,3,25
tub,4,19
de,8,67
shopped,2,20
panting,2,15
imploring,6,55
fled,4,35
obediently,5,46
pranced,6,83
harum,3,31
daily,23,304
limped,1,3
poky,2,7
ought,63,887
histories,1,24
tousled,1,23
brewery,1,22
noisy,1,21
occupied,2,24
unassuming,1,19
opposed,1,18
glasses,4,32
docile,3,29
endeavor,1,15
sunset,5,37
sairy,1,13
babel,1,12
shabbier,1,11
busily,5,45
fingers,16,184
beat,10,114
fretful,2,16
industry,2,18
briskly,6,68
rebel,5,75
touched,28,399
brown,42,587
longing,21,368
dabbling,1,23
heloise,1,22
inky,1,21
searched,1,20
daubed,1,19
infectious,1,18
banishment,1,17
solacement,1,16
infect,1,15
cropped,2,18
astonish,3,31
southernwood,1,12
butterflies,2,19
brilliant,17,154
charm,14,147
atlas,1,8
poodle,3,26
josy,3,9
sunny,14,212
perched,3,22
witch,4,14
answered,78,1107
wish,130,2002
rowing,2,19
rely,1,17
chill,2,19
shopman,1,15
conducive,2,18
portraits,2,14
plato,4,29
drove,13,60
lilies,3,18
larkspur,1,9
crimped,1,8
betrayed,11,108
cheered,5,35
idol,3,30
tune,9,74
flute,2,17
tea,41,441
why,112,1418
poisons,1,21
paragraphs,1,20
nieces,1,19
mightnt,1,18
temporary,1,17
acquaintance,5,37
cravat,1,15
invented,3,28
alluded,4,37
risen,2,22
puck,2,22
pleasanter,3,17
admiring,10,111
daunted,3,34
march:,2,11
cultivate,2,16
sallies,7,54
horse,19,210
smoothly,6,77
particular,12,158
music,55,717
rents,1,21
belly,1,20
invent,1,19
customs,2,19
cumbrous,1,17
seedcakes,1,16
tug,1,15
pokers,1,14
contraries,2,21
codicils,1,12
sidesaddle,1,11
rigmarole,1,10
field,10,70
lamented,2,21
vote,3,10
infant,4,40
load,3,27
upside,4,36
publicly,1,3
sentimental,19,171
watched,35,500
ted,2,26
satisfying,1,24
conjugal,1,23
irrestible,1,22
premise,1,21
temptingly,1,20
discovering,2,22
eloquent,6,39
bloom,6,44
clocks,1,16
vainly,2,23
dollars,11,88
mountain,4,37
shyness,3,32
persuasive,6,50
cast,14,159
impatient,8,85
overwhelming,2,9
brows,5,53
dance,24,225
felt,172,2264
drop,23,347
name,63,997
voices,12,134
to,5070,87338
poems,1,27
prone,2,27
falter,2,26
sant,1,24
grimmest,1,23
powerful,1,22
magnifique,1,21
coachmen,1,20
evoked,1,19
blended,2,26
storks,2,22
aromatic,1,16
whoever,2,22
ecstasy,1,14
discussion,5,44
spirited,3,28
sumptuously,2,20
measles,1,10
directed,1,9
brave,13,172
ordering,2,20
breakfasts,2,20
fonder,2,22
turned,93,1352
kisses,4,68
struck,20,263
plump,8,105
bootjack,2,23
intractable,1,21
effectual,1,20
sadness,1,19
clerk,2,23
bonn,1,17
sundry,4,30
err,1,15
lavender,4,35
puss,2,16
justice,4,41
dusk,4,39
barbers,1,10
wail,2,20
preach,4,15
croqueting,1,7
system,2,20
restful,2,23
defeat,2,8
popping,4,34
ambition,7,92
displayed,2,6
motley,1,26
craving,1,25
gained,1,24
mammas,3,27
audacious,1,22
audible,1,21
liberally,1,20
mullein,1,19
marine,1,18
thorny,4,35
silliness,1,16
bronze,2,17
bequeethe,2,16
punchtuation,1,13
rises,2,17
whiskers,2,22
satisfactory,9,117
wednesday,1,9
tease,6,47
confidence,11,133
spoken,13,209
angered,1,5
apple,8,114
board,2,18
medicine,4,36
gathered,16,242
plums,1,21
beset,1,20
jews,3,21
forsook,1,18
adjournment,1,17
sect,1,16
sorrowful,4,32
despondently,1,14
headquarters,1,13
silent,15,117
unmask,1,11
anteroom,2,19
telegram,6,32
pianny,2,9
mispronouncing,1,7
ungrateful,3,29
mistakes,6,64
poked,7,58
frantically,1,3
do,692,9138
sadly,9,122
exposed,1,19
pole,3,21
footmen,1,17
jars,1,16
agony,1,15
mushroom,1,14
replies,2,20
draped,3,25
regiments,1,11
neglecting,1,10
nigh,1,9
unclasp,1,8
mauve,2,8
tt,1,6
lover,14,127
blanc,6,18
shrill,3,22
suited,17,158
ways,22,243
impertinence,1,22
darkness,1,21
settin,1,20
despise,3,21
affecting,1,18
tun,1,17
bland,2,23
irreproachable,1,15
rattling,3,20
featherbeds,1,13
disapprobation,1,12
benignity,1,11
portuguese,2,11
duck,1,9
preparation,5,51
painful,4,47
crowd,2,17
alacrity,2,16
soldierly,1,4
dwindled,2,8
mortified,2,20
loves,14,205
intelligibly,1,28
remonstrations,1,27
marketing,1,26
purified,1,25
rumbling,1,24
chester,10,32
edition,1,22
span,1,21
unbent,1,20
abominably,2,25
cockles,1,18
primmed,2,18
powers,6,47
realized,4,37
forty,16,158
sincerely,6,56
dr,7,48
distortions,1,11
brooke,99,963
pity,16,210
dollanity,1,8
grasshopper,2,26
handed,4,56
stairs,11,145
banished,1,4
fainting,3,37
hung,17,295
away,328,6061
conjectures,1,17
rashness,1,16
displeasure,2,18
separate,3,22
fixedly,1,13
jewel,3,14
religion,4,32
plaguing,1,10
reins,6,52
barker,1,8
sakes,2,11
unapproachable,1,6
crustiness,2,18
glorified,4,43
promised,27,299
christian,4,37
haired,4,37
literally,1,18
filed,1,17
clap,1,16
countryman,1,15
lunches,1,14
thorns,3,21
getters,1,12
mathematical,1,11
mistaken,8,47
loan,1,9
wailed,2,9
murmur,5,24
refused,11,92
dialogue,1,5
foil,1,4
later,13,125
rummage,4,40
went,269,3014
wiggle,1,29
prompted,1,28
fulfilled,1,27
toga,1,26
du,2,27
hogarth,1,24
correctly,2,25
personae,1,22
sandwiches,1,21
shrugged,1,20
suspicious,4,28
amen,1,18
condition,6,53
assurance,2,19
verge,1,15
teach,20,187
(for,4,55
friday,2,15
boundless,1,11
reads,1,10
ten,12,116
plumy,1,8
wig,3,28
balling,1,6
bob,2,27
warbled,3,42
wait,51,793
lecturing,1,2
amy,572,10367
miracles,3,23
benefited,1,20
gridiron,1,19
byelow,1,18
chimneys,1,17
morrow,2,17
kick,1,15
sunburned,1,14
paying,2,22
beginnings,1,12
recovering,2,15
ducks,1,10
surprising,2,15
unsuspicious,2,16
newspapers,5,48
valuable,7,45
dust,11,122
onto,9,81
deserved,10,85
woke,12,119
knit,9,90
enriches,1,20
immortalize,1,19
miraculously,1,18
telemachus,1,17
lovey,1,16
buff,1,15
moved,4,23
yellower,1,13
quarterly,2,13
facts,4,30
jib,3,14
impress,2,21
disappearing,1,8
bremer,1,7
gum,1,6
tut,3,7
poll,2,13
discarded,1,3
practiced,3,20
pervaded,5,38
crumble,1,16
knapsack,1,15
goethe,1,14
tulle,2,14
expediency,1,12
dukes,1,11
larches,1,10
seeming,4,29
starting,2,9
assuring,1,7
enclosing,1,6
domino,3,10
cravats,1,4
clattered,2,13
blank,3,10
flew,24,177
salvation,1,23
harangue,1,22
aplomb,1,21
flies,1,20
escorts,1,19
frenchy,1,18
morality,1,17
deplore,1,16
adversity,1,15
watches,3,27
proportions,1,13
acid,1,12
doors,3,21
value,9,65
influence,6,62
unlucky,3,33
yawning,2,15
flower,13,125
invitation,6,59
blessing,5,47
cells,1,3
vase,6,70
everybody,25,370
twittered,1,21
squirrels,1,20
twinge,1,19
cigarette,1,18
voiced,1,17
bog,1,16
restante,1,15
counsels,2,20
patronized,2,15
begone,1,12
matronly,3,22
queen,12,74
bashfully,2,20
harboring,1,8
naturally,21,193
bother,6,34
march),1,5
redclyffe,1,4
das,4,47
kiss,37,400
fire,59,663
broadcast,1,30
truck,1,29
shrewd,1,28
topic,2,28
henpecked,1,26
snowdrops,1,25
daisys,3,32
impose,2,24
gem,1,22
tremble,2,26
lager,1,20
mated,1,19
debarred,1,18
asserts,1,17
shaggy,1,16
claw,1,15
accordin,1,14
breadths,1,13
ascended,1,12
solemnly,5,42
kissed,27,289
color,21,201
growing,12,163
childless,1,7
smoke,10,137
crown,2,18
suggested,16,261
special,5,100
aster,1,2
ready,82,1244
chaste,1,21
disloyalty,1,20
honeymoon,5,25
cornices,1,18
seminary,2,18
personal,1,16
turtle,1,15
mannie,1,14
recalled,6,47
lurid,1,12
mince,1,11
natral,1,10
noticed,1,9
spires,1,8
halliards,1,7
cupboard,1,6
jig,3,18
grace,23,166
win,7,50
hannah,114,968
bookworm,2,5
junglings,1,17
beggars,1,16
sarcastic,1,15
closing,2,18
austrian,2,14
economize,1,12
fevers,1,11
clay,4,16
permission,1,9
higher,5,25
marry,26,148
kindness,12,90
healed,2,16
unfortunate,5,31
famous,10,74
poker,2,12
limbs,4,33
dicks,1,23
undignified,1,22
tokens,1,21
panniers,1,20
popularly,1,19
guardians,1,18
advanced,1,17
pokes,1,16
fussed,4,26
swear,2,19
guilty,4,33
gallivanting,1,12
town,4,31
dessert,1,10
fitted,4,32
disappearance,1,8
laurences,17,119
accomplishments,7,43
grandson,7,62
french,27,271
gut,2,17
queer,31,316
bright,21,263
blarnerying,1,30
wandering,3,31
greece,1,28
banditti,1,27
steamer,1,26
snowbank,1,25
printing,1,24
sweeper,1,23
missionarys,1,22
equally,3,28
hovered,4,29
commissary,2,20
remains,3,33
yawn,1,17
pickles,1,16
hunt,3,25
disclosing,1,14
demanding,4,35
appealing,3,44
doll,6,33
sharply,15,179
kinds,4,65
silly,32,368
known,25,380
thanks,24,404
swift,1,5
bless,39,771
progress,5,74
mouth,27,464
and,8083,168451
wheels,2,25
blest,2,24
patch,1,22
valleys,1,21
flatter,3,24
drunk,4,37
partly,5,29
sentinel,1,17
sympathize,4,37
detains,1,15
predicament,1,14
pique,2,15
artists,1,12
pinned,2,25
liking,6,47
abroady,1,9
trust,12,126
expected,14,180
talent,19,207
tongue,29,378
despair,26,389
labor,9,144
regardless,8,149
day,238,3830
spoon,1,24
oats,2,24
essay,1,22
raspy,1,21
native,4,28
enemys,1,19
poorly,4,30
trains,1,17
ridicule,2,18
crave,1,15
advantage,3,25
bon,2,21
nook,2,23
barked,1,11
starved,1,10
orations,1,9
reminding,1,8
perilous,3,19
reluctantly,7,83
extinguished,1,5
emotion,5,45
lighted,5,41
dying,8,79
laugh,93,1313
wheelbarrow,1,14
chatelaine,1,13
apply,1,12
menageries,1,11
availed,2,14
firm,9,34
camphor,1,8
birches,1,7
gauzy,1,6
squeeze,4,30
pussycat,1,4
often,66,541
upon,174,1460
get,239,1901
customary,1,26
prattling,1,25
chestnuts,2,25
heartless,1,23
portfolios,1,22
apprehensions,1,21
shylock,1,20
newfoundland,1,19
administered,3,26
stillness,1,17
testament,1,16
strict,2,18
grasp,3,34
obey,3,30
guy,3,15
muddle,3,21
warbler,1,10
ed,1,9
gesticulating,1,8
eventful,1,7
yearning,2,25
garret,13,159
taken,42,516
refuses,1,3
buried,6,61
sends,5,44
winning,2,16
listlessly,1,14
bedroom,1,13
whirling,1,12
curious,9,34
stroke,6,19
monks,2,15
waltz,1,8
noon,2,15
writing,26,169
madam,6,38
pinching,2,12
knows,21,181
afternoon,32,263
seldom,34,364
relived,1,21
bonnivard,1,20
forum,1,19
paraded,1,18
strait,1,17
journeys,1,16
betraying,2,22
allyluyer,1,14
chaperone,1,13
freakish,2,18
leghorn,1,11
leisure,5,46
floury,1,9
speckled,1,8
teasing,2,20
deserves,2,20
ef,4,50
frighten,3,29
lord,11,153
cotton,4,24
troubled,20,282
splashed,2,24
distract,1,22
uniting,1,21
passport,1,20
declaration,1,19
survived,1,18
educating,1,17
shirt,1,16
moves,1,15
puzzle,1,14
trusting,1,13
looms,1,12
unmaidenly,3,24
abominable,4,23
braver,1,9
seats,4,37
apron,16,137
granting,1,6
grass,21,273
songs,9,101
characters,9,112
unladylike,1,2
with,1807,25813
flowed,1,25
menagerie,1,24
goddesses,1,23
toilettes,1,22
scribblers,1,21
diving,1,20
fechter,1,19
unsold,1,18
enlightened,3,25
lamblike,1,16
masculine,5,33
pilgrimage,2,23
waking,4,43
interferingest,1,12
parrots,1,11
satan,2,23
rustle,3,19
afternoons,5,32
wide,18,155
pumps,2,23
skates,4,17
broken,28,330
snow,19,162
youll,70,922
girls,274,3203
peeks,1,21
mozarts,1,20
cathedral,1,19
breezes,1,18
symposium,1,17
discouraged,2,21
conventionalities,1,15
dudgeon,2,17
mell,3,19
unnatural,3,18
pardner,1,11
electrified,3,20
solicited,1,9
vast,2,20
antonio,2,9
gentleness,2,17
sunday,2,7
daviss,1,4
tingling,1,3
takes,15,204
died,19,239
creeping,2,25
ballast,2,25
farmhouses,1,22
fails,4,30
banged,2,24
shortening,1,19
piteous,2,22
wearied,4,37
divine,9,70
grander,1,15
sets,1,14
process,3,27
novelty,1,12
prayer,3,21
crochety,1,10
frivolous,3,29
graces,3,18
cats,12,119
candy,2,14
antique,6,82
spread,12,159
book,62,891
margaret,22,271
crackled,1,1
fessor,1,23
galley,1,22
harmlessly,1,21
cigar,4,24
bountiful,1,19
robin,2,20
unawares,2,23
martial,1,16
issuing,3,24
faithfulness,1,14
stones,2,16
threat,2,17
throng,4,20
irritated,3,20
detested,2,22
afflicted,7,59
mates,2,11
succeed,4,48
crossest,1,5
bow,18,265
toilets,2,12
tossed,5,63
noble,5,54
approval,3,29
kite,3,28
hows,1,25
jack,3,29
notices,1,23
confer,2,26
portray,1,21
barrels,2,28
footstool,2,28
inconsistency,1,18
harvesting,2,28
roared,2,26
pinning,1,15
lighten,1,14
excused,2,25
unruly,1,12
explanation,3,43
cyclops,2,11
wicket,4,27
affair,8,68
indeed,18,262
third,20,311
strain,7,104
faced,7,128
up,655,10955
box,22,302
altered,5,105
compasses,1,22
convulsive,1,21
throne,2,21
whippersnappers),1,19
bible,1,18
smoking,2,18
boon,1,16
tweak,2,17
proof,2,21
bosuns,1,13
charity,8,64
bounce,9,50
bridegroom,4,25
fibs,1,9
studious,5,47
flourish,5,41
bobbed,1,6
em,11,102
puts,2,17
boy,127,1564
libel,1,2
have,712,10411
bubchen,1,21
vista,1,20
postscript,1,19
soonest,1,18
perjured,1,17
spank,1,16
phillips,1,15
mourners,1,14
affably,2,16
filial,1,12
mortal,8,66
proofs,3,32
drumsticks,1,9
theatre,2,19
spectacles,8,42
mamma,23,212
succeeded,7,57
cuddle,1,4
en,4,43
forgetting,17,167
boots,36,319
grimy,1,14
strengthen,1,13
holly,1,12
turkquoise,1,11
gossiped,2,13
exhaustion,2,13
artful,5,31
pickled,4,20
hospital,5,23
governess,7,47
factory,2,15
unusually,21,179
filled,25,235
us,183,1815
dispersed,1,17
colder,1,16
faintly,1,15
brilliancy,4,20
screaming,1,13
recommendation,1,12
pome,1,11
recovered,8,47
sugared,1,9
teapot,4,28
amazing,2,12
moonlight,5,46
scattered,9,66
weighed,4,35
pies,4,29
sea,20,224
march,292,2915
raised,1,17
undoubtingly,1,16
zest,1,15
exists,2,18
staels,1,13
wellingtons,1,12
cab,1,11
despite,2,16
grapes,3,27
speck,3,22
receipt,2,11
gymnasium,1,6
saloon,4,18
soothingly,3,13
melt,4,33
propriety,8,68
exclaimed,25,119
hustle,1,29
counters,1,28
understands,1,27
sideboard,1,26
easterly,1,25
renew,1,24
beanstalk,1,23
roughshod,1,22
autumnal,1,21
quarrels,3,23
waistcoat,5,51
incorrigible,3,33
snarled,2,18
atlanta,1,16
saddle,5,39
discover,7,67
band,7,75
successes,3,28
lobster,8,50
weller,4,30
repeating,3,33
gets,13,139
rise,10,130
banisters,3,30
disgust,5,62
rumor,2,21
biggest,1,3
wits,12,172
making,57,919
dwell,1,17
january,1,16
hyde,1,15
bounteous,1,14
periods,2,17
vortex,2,14
reminiscences,1,11
floating,3,18
attempts,4,21
naturedly,2,16
stoutly,6,40
phrases,5,35
inviting,8,66
flannel,2,15
boot,3,14
tried,108,1228
stately,12,102
brightly,1,17
chaperons,1,16
nerves,2,16
booty,2,17
nobleness,1,13
pocketbook,1,12
bestowed,2,18
wound,11,69
inkstands,1,9
tutors,3,14
alee,1,7
truth,27,186
witty,3,17
neck,13,74
eleven,4,19
group,7,50
see,357,3728
tips,1,16
indulged,3,17
novel,10,27
objects,1,13
valnor,1,12
dispatches,2,12
tents,1,10
flight,3,22
inquiring,5,39
fixed,8,40
crochet,1,6
theodore,5,28
bang,3,12
troubles,23,231
general,18,193
any,260,3083
sauce,1,19
grasshoppers,1,18
possibility,1,17
inexpressible,1,16
breezy,1,15
apathy,1,14
gamboled,1,13
apollo,1,12
reaching,2,14
borrowing,1,10
rice,1,9
females,1,8
pan,6,18
prettily,9,51
rights,5,44
raphael,2,10
exhausted,3,19
course,76,729
explain,12,124
compromised,1,23
outstrip,1,22
wolf,1,21
enterprises,1,20
peculiarly,3,24
eying,1,18
torments,1,17
moving,1,16
pendulum,2,22
nursing,2,16
sorrowfully,6,53
dismayed,2,23
blinds,1,11
earl,2,11
overheard,2,10
