Word,Occurrences,TotalSteps
august,2,13
fortnight,5,24
stove,7,51
cheering,4,18
jovial,3,15
regretfully,2,11
coherent,1,12
desolation,1,11
centuries,1,10
alps,2,11
ensued,1,8
rats,1,7
strings,4,14
proposition,1,5
amusements,2,6
hopefully,6,24
trips,3,14
pearl,5,15
believes,2,17
quality,1,15
paglioni,1,14
beautify,1,13
executed,1,12
profusion,2,12
page,14,51
recollection,3,20
disliked,3,14
merriment,10,57
selfishnesses,1,6
coat,12,94
romantic,15,117
murmured,4,25
fireplace,2,8
use,55,552
engraved,1,10
regretful,1,9
gadding,2,11
beheld,4,16
worried,14,57
minding,2,11
conversations,5,32
inkstand,4,23
mishap,3,16
cross,32,250
gas,1,12
stabbed,1,11
organ,1,10
humoredly,1,9
maidservants,1,8
bent,17,57
childs,2,11
nonsense,18,76
wave,5,28
feelings,28,165
silence,29,219
i,3151,26394
reproaches,1,8
render,3,11
poodles,1,6
scorned,1,5
inspired,4,17
question,20,79
thoughts,27,128
cares,13,73
needler,1,11
ad,1,10
petulance,1,9
k,5,12
coax,1,7
tilting,1,6
patient,22,91
stooping,4,24
toss,4,17
crooked,1,2
skirt,6,28
accounted,2,14
rapid,2,14
uneventful,2,12
liquid,1,10
slid,2,12
driven,3,15
l,2,11
mask,3,12
suppertime,1,5
warning,8,32
countries,1,3
homesickness,2,12
needles,5,29
captivate,1,15
beneath,1,14
unspoiled,1,13
minor,1,12
exerted,2,12
objecting,1,10
delectable,1,9
pell,3,15
future,9,59
confiding,8,59
specimens,1,5
lovers,23,166
youd,66,551
m,3,12
spite,79,779
jealousy,1,13
demis,6,19
clenched,1,11
elysees,1,10
tile,1,9
raptures,1,8
pennies,1,7
tasks,4,9
landed,1,5
heaping,2,10
n,1,3
aristocratic,10,53
curling,2,3
tournament,1,8
removing,1,7
ah,26,72
o,3,13
confiscated,2,9
gay,28,125
ladylike,4,18
pleasing,16,101
paler,1,11
earlier,1,10
twirl,1,9
lingerer,1,8
jes,1,7
p,4,9
embarrassing,1,5
ferns,6,16
repining,1,3
accept,14,84
faithfully,9,44
barrier,1,13
petulant,1,12
clusters,1,11
openly,3,16
barouche,1,9
jet,1,8
yelped,1,7
adorned,11,45
crew,1,5
excuse,9,72
caps,3,10
shocked,2,5
dramatic,6,30
jardin,1,10
argued,1,9
meannesses,1,8
excluded,1,7
struggling,3,16
repulsed,1,5
wrongs,5,22
row,19,97
melting,1,2
disappeared,7,41
illustrations,1,9
overlook,1,8
violence,1,7
impartial,1,6
threes,1,5
hoarded,1,4
s,3,5
opera,6,32
hard,138,634
forebodings,1,16
depart,2,17
suggestion,3,20
diplomatically,1,13
jew,1,12
mass,3,19
plum,2,17
acknowledge,2,12
odds,2,12
likely,4,27
telegraph,5,15
t,1,5
firin,1,4
dawn,4,30
am,123,1022
some,267,2435
kennst,1,3
till,190,235
an,463,1082
follows,1,16
museum,2,16
dislikes,1,14
resugared,1,13
lobsters,1,12
promiscuously,1,11
aforesaid,2,17
doctored,1,9
sacrificing,1,8
neath,1,7
teacher,6,44
quaint,6,48
sleepy,6,28
wasted,7,60
covered,24,213
thing,119,1315
reread,2,15
relate,1,13
arranging,2,13
mis,3,16
well],1,10
purse,4,22
attractive,10,54
listless,4,31
preferred,7,57
imaginary,8,58
serve,8,71
worries,13,104
perhaps,36,369
old,378,4005
mit,1,10
inspirer,1,9
scribble,2,9
respeckful,1,7
slip,10,26
discovered,24,74
perkins,1,4
falls,4,14
bowing,2,9
pacing,2,9
roadside,1,13
babyland,1,12
solicitude,1,11
centerpiece,1,10
clinging,4,18
passes,2,11
pranks,7,25
viands,1,6
efforts,20,96
reproachful,7,51
affliction,9,69
glitter,2,8
devoted,26,243
passer,1,12
prominent,2,13
lamb,8,19
hark,1,9
recited,1,8
sincerity,2,13
solemn,8,42
fright,7,29
finds,6,40
immediately,9,53
as,1968,16132
think,279,2487
strolls,1,9
stocks,1,8
attic,1,7
wrung,4,13
butcher,1,5
spits,1,4
haste,6,24
your,470,2122
at,1052,5954
rung,1,10
au,1,9
avoided,2,9
anyhow,1,7
harm,12,34
tartly,1,5
sleeps,4,13
peoples,12,50
mix,1,2
fruit,16,102
betokens,1,10
birthday,5,15
fervently,3,12
appeased,3,9
wavy,2,10
wreath,3,15
discouraging,1,4
flirt,5,23
lame,6,32
others,52,321
churning,1,11
englishman,2,11
baden,4,14
conscience,10,21
contraband,1,7
deliberately,2,11
suspense,3,15
handful,3,16
experience,19,120
perpetual,5,38
mysterious,11,80
illusion,3,9
harp,2,7
sweetfaced,1,5
helplessly,1,4
wisely,7,21
penitent,9,36
trivial,1,1
elle,1,11
outdone,1,10
landscapes,1,9
varying,1,8
dashing,4,17
refrigerator,2,12
heavenly,8,39
frocks,1,4
already,18,100
slough,2,5
readers,5,33
pastime,2,8
scissors,1,6
cattle,2,7
demonstration,2,5
ruined,2,8
applause,4,12
fabers,1,1
puritanical,1,8
moire,1,7
knives,1,6
ribbon,16,41
enemies,4,10
simper,1,3
their,334,1757
havent,51,318
buyer,1,2
try,124,183
glorify,1,8
effervescence,1,7
forbearance,1,6
departure,5,11
receptacle,1,4
horseback,1,3
slippery,2,6
childrens,6,30
yander,1,8
trespass,1,7
liberties,3,10
mate,3,9
knocked,9,22
control,7,19
outgrew,1,2
giggle,2,7
regularity,4,10
streaming,1,6
pussies,2,8
harsh,2,8
discontented,6,19
guitar,1,2
bits,12,57
whisky,1,13
trumpet,2,14
thanksgiving,1,11
mildly,2,11
expressionless,1,9
bargains,2,11
treated,6,25
determined,4,24
trading,1,5
nimble,1,4
interested,19,167
toast,6,48
leave,66,664
jouvins,1,15
query,1,14
unbelieving,1,13
standish,2,15
pillowed,1,11
amicable,2,15
runs,3,21
abed,2,15
consumed,1,7
greek,3,12
passed,32,223
timidly,2,10
advice,26,213
lamp,7,37
happy,172,2009
recklessly,1,8
unsaddened,1,7
doorway,2,7
regard,10,35
snood,1,4
suppose,32,143
strong,51,311
give,132,862
vessel,1,11
seeking,1,10
juvenile,2,12
skelter,1,8
conviction,4,22
imitation,3,13
greatly,3,11
sentimentlly,1,4
brooms,3,21
way),1,2
slippers,22,64
consuls,1,20
celebrity,1,19
presentable,1,18
beguiled,1,17
stealing,2,19
gale,2,21
invitingly,4,29
spices,1,13
husband,34,245
scowled,1,11
schillers,2,19
victorious,2,10
sketched,3,33
fan,8,40
vacation,6,27
tombs,2,19
peopled,1,4
sober,32,417
green,29,350
be,995,13970
chivalry,1,12
spending,4,14
setout,1,10
offend,2,13
consult,3,11
disapproving,1,7
defending,2,10
imploringly,3,14
dissatisfied,1,4
gayly,2,12
shed,27,149
somehow,12,90
affectations,2,16
wells,1,14
childlike,1,13
salts,1,12
external,2,14
discouragements,1,10
recollecting,1,9
seal,4,18
workers,2,8
stable,2,8
wonder,23,162
bravely,13,81
december,3,19
anyway,5,25
time,319,3301
shapes,1,12
talkers,1,11
difficult,5,19
seam,1,9
fitly,2,11
betty,1,7
coddling,1,6
declined,3,14
nicely,12,39
meantime,7,52
cheek,18,127
round,89,681
debate,1,15
nightgown,3,18
roofs,1,13
panic,3,16
period,4,23
reception,6,30
confused,2,11
phrase,1,8
rankled,2,13
lid,6,50
repulsive,2,14
hasty,12,85
golden,18,171
curls,13,94
far,56,655
epitaphs,1,5
scraped,1,4
lie,14,35
smuggled,1,2
gingerbread,8,28
mignons,1,7
candor,1,6
greet,4,11
fat,14,34
collected,5,15
piano,26,94
marmee,43,191
monastery,1,10
pronouncing,1,9
limited,2,10
rewarded,2,10
coquetry,1,6
fervor,1,5
department,2,10
amazingly,5,15
stabbing,2,8
streak,3,15
succession,1,13
emperors,1,12
quizzing,1,11
relevant,1,10
tatting,1,9
salty,1,8
dishcloths,2,13
mats,2,13
satisfy,12,67
italy,3,13
switzerland,6,50
alone,81,610
wants,13,95
shouldst,1,16
accurate,2,16
bedaubed,1,14
answering,2,16
improper,3,20
wherever,3,21
sift,1,10
harbor,1,9
rappahannock,1,8
ants,1,7
cookery,1,6
climax,2,14
daddy,1,4
chord,2,16
calamity,1,2
grounds,3,32
cocked,5,15
spinsters,2,12
bothered,2,12
cheer,3,14
crimp,2,12
exclamation,6,26
curly,13,60
quantity,4,22
song,16,100
seat,25,198
along,32,301
barricading,1,7
flints,1,6
decapitated,1,5
hash,2,8
ceremony,4,10
survey,2,3
unless,23,90
affectedly,1,9
confidences,3,12
inward,2,10
unselfish,4,18
holders,2,8
protection,5,14
started,12,62
theirs,4,18
thrashed,1,1
needlebook,1,10
hunts,1,9
tinkling,1,8
corporal,1,7
morals,3,14
heartily,23,114
forlorn,8,48
dolls,13,70
shrouded,2,10
staff,4,29
strife,1,7
threaded,1,6
destitute,2,7
distant,3,9
support,12,42
crammed,1,2
rapidly,10,52
drenching,1,13
accumulate,1,12
choicest,1,11
doubles,1,10
debonair,1,9
tightened,1,8
sketches,5,17
blued,1,6
unshelled,1,5
mignonette,1,4
cluster,2,4
businessman,3,26
spot,12,74
coventrys,1,8
ceremonious,1,7
land,9,29
lights,1,5
doublet,1,4
silver,16,66
shes,33,171
gray,26,145
skim,2,10
sanginary,1,8
consume,1,7
lane,2,10
writes,4,17
cock,2,10
jumping,1,3
flirted,5,31
kitchen,25,124
writer,2,12
shrine,4,16
signing,1,9
apologetically,2,10
lumpy,1,7
adjoining,1,6
ribbons,9,55
skin,3,14
papered,1,3
shaped,1,2
covering,4,25
humdrum,1,14
turtledove,1,13
irritable,2,15
abuse,1,11
anticipations,3,12
bucket,1,9
slighted,1,8
expectant,2,12
nuts,3,20
despondency,2,15
instantly,3,13
aint,11,69
dolly,1,2
tact,5,33
memorials,1,9
nectar,2,10
lit,1,7
extremely,2,7
skip,2,8
wrench,1,4
scrapes,5,24
tenderly,26,156
by,611,4350
iron,1,8
alarmed,5,11
card,4,12
mashed,1,5
seasons,1,4
decide,7,33
hanging,6,27
presently,28,184
beste,1,12
chauvain,1,11
repressed,1,10
acorn,1,9
eclipse,2,12
motionless,3,11
sons,2,12
glimpse,3,15
curtained,3,15
chanted,1,3
care,125,1019
injured,14,111
contradictions,1,9
quizzical,3,10
languished,1,7
column,2,8
gliding,2,7
attitude,12,50
halls,1,3
display,6,23
racket,3,11
grandchildren,1,7
protestations,1,6
abandon,2,7
stifled,2,6
maddening,1,3
folks,14,48
frock,5,13
mirrors,1,12
calmly,3,15
tyrannized,3,16
grocer,1,9
ashore,1,8
larking,1,7
constant,5,29
modest,9,58
paid,13,101
triumphant,1,3
history,6,49
appeared,48,338
